id,text,entities,relations,Comments
3798,"When we tracked ChessMaster back in November, we noted that it exploited the SOAP WSDL parser vulnerability CVE-2017-8759 (patched in September 2017) within the Microsoft .NET framework to download additional malware.","[{'id': 49661, 'label': 'malware', 'start_offset': 16, 'end_offset': 27}
 {'id': 49664, 'label': 'TIME', 'start_offset': 134, 'end_offset': 148}
 {'id': 49666, 'label': 'vulnerability', 'start_offset': 77, 'end_offset': 121}
 {'id': 49662, 'label': 'TIME', 'start_offset': 36, 'end_offset': 44}
 {'id': 49667, 'label': 'SOFTWARE', 'start_offset': 161, 'end_offset': 185}]","[{'id': 854, 'from_id': 49661, 'to_id': 49666, 'type': 'exploits'}
 {'id': 855, 'from_id': 49667, 'to_id': 49666, 'type': 'has'}]",[]
3799,"While ChessMaster still uses the previous exploit, it also added more methods to its arsenal: one exploits another vulnerability, CVE-2017-11882 (patched in November 2017), which was also exploited to deliver illegal versions of the Loki infostealer.","[{'id': 49668, 'label': 'malware', 'start_offset': 233, 'end_offset': 249}
 {'id': 49669, 'label': 'TIME', 'start_offset': 157, 'end_offset': 170}
 {'id': 49670, 'label': 'vulnerability', 'start_offset': 130, 'end_offset': 144}
 {'id': 49671, 'label': 'malware', 'start_offset': 6, 'end_offset': 17}]","[{'id': 856, 'from_id': 49671, 'to_id': 49670, 'type': 'exploits'}
 {'id': 857, 'from_id': 49670, 'to_id': 49668, 'type': 'drops'}]",[]
3800,Figure 2. Exploitation of CVE-2017-11882,"[{'id': 49672, 'label': 'vulnerability', 'start_offset': 26, 'end_offset': 40}]",[],[]
3801,It also abuses three legitimate MS Office functions:,"[{'id': 49673, 'label': 'SOFTWARE', 'start_offset': 32, 'end_offset': 41}]",[],[]
3802,Function Purpose Affected MS Office Formats we found in the wild Automatic Dynamic Data Exchange (DDEAUTO) A legitimate Microsoft Office function used in an Office file to retrieve data from another Office file,"[{'id': 49675, 'label': 'SOFTWARE', 'start_offset': 120, 'end_offset': 136}
 {'id': 49674, 'label': 'SOFTWARE', 'start_offset': 26, 'end_offset': 35}
 {'id': 49677, 'label': 'SOFTWARE', 'start_offset': 199, 'end_offset': 205}
 {'id': 49676, 'label': 'SOFTWARE', 'start_offset': 157, 'end_offset': 163}]",[],[]
3803,.doc .rtf .msg   Link,[],[],[]
3804,Auto Update,[],[],[]
3805,An Office function used for automatic and user-free updates for embedded links upon opening.,"[{'id': 49678, 'label': 'SOFTWARE', 'start_offset': 3, 'end_offset': 9}]",[],[]
3806," .csv   Microsoft Word's ""Frames/Frameset"" A feature that allows HTML or Text pages to be loaded in a frame within Microsoft Word.","[{'id': 49679, 'label': 'SOFTWARE', 'start_offset': 8, 'end_offset': 22}
 {'id': 49680, 'label': 'SOFTWARE', 'start_offset': 115, 'end_offset': 129}]",[],[]
3807, .docx      Figure 3. Exploitation of DDEAUTO  Figure 4.,[],[],[]
3808,"Abusing Microsoft Word's ""Frames/Frameset""","[{'id': 49681, 'label': 'SOFTWARE', 'start_offset': 8, 'end_offset': 22}]",[],[]
3809, Figure 5. Exploitation of Link Auto Update,[],[],[]
3810,"ChessMaster can utilize any of these methods to download the next malware in the chain, the open source post-exploitation tool known as “Koadic,” which the previous campaign also used.","[{'id': 49682, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}
 {'id': 49683, 'label': 'malware', 'start_offset': 137, 'end_offset': 143}]","[{'id': 858, 'from_id': 49682, 'to_id': 49683, 'type': 'downloads'}]",[]
3811,This tool is responsible for stealing information — specifically the environment information — within the target system.,[],[],[]
3812,Koadic executes the following command:  %comspec% /q /c <cmd> 1> <Output> 2>&1  ,"[{'id': 49684, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}]",[],[]
3813,The commands and output of Koadic will change according to the ANEL version used in the attack.,"[{'id': 49686, 'label': 'malware', 'start_offset': 27, 'end_offset': 33}
 {'id': 49685, 'label': 'malware', 'start_offset': 63, 'end_offset': 67}]",[],[]
3814,The table below lists examples of the commands and outputs for ANEL versions 5.1.1 rc and 5.1.2 rc1.,"[{'id': 49687, 'label': 'malware', 'start_offset': 63, 'end_offset': 67}]",[],[]
3815,"Note that if ANEL 5.1.2 rc1 was downloaded, the attacker would use HTTPS to avoid the downloaded data being captured as clear text.","[{'id': 11587, 'label': 'malware', 'start_offset': 13, 'end_offset': 17}]",[],[]
3816,Figure 6.,[],[],[]
3817,Koadic commands and output when ANEL 5.1.1 rc is used  Figure 7.,"[{'id': 11590, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}
 {'id': 11592, 'label': 'malware', 'start_offset': 32, 'end_offset': 36}]",[],[]
3818,Koadic commands and output when ANEL 5.1.2 rc1 is used,"[{'id': 11594, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}
 {'id': 11596, 'label': 'malware', 'start_offset': 32, 'end_offset': 36}]",[],[]
3819,The table below lists all of Koadic's functions:  {Variable}.user User-related functions {Variable}.user.isElevated Check Privilege {Variable}.user.OS Get OS Version {Variable}.user.DC,"[{'id': 11597, 'label': 'malware', 'start_offset': 29, 'end_offset': 35}]",[],[]
3820,Get DCName from Registry {Variable}.user.Arch,[],[],[]
3821,Get Architecture {Variable}.user.info Get User Information {Variable}.work,[],[],[]
3822,Main Routine functions {Variable}.work.report Reports to server {Variable}.work.error Returns error {Variable}.work.make_url Alters/Modifies URL (C&C) {Variable}.work.get,[],[],[]
3823,Get the return of POST Header {Variable}.work.fork Creates rundll32.exe process {Variable}.http HTTP Connection functions {Variable}.http.create Creates initial HTTP objects {Variable}.http.post POST header {Variable}.http.addHeaders,[],[],[]
3824,Adds HTTP Headers {Variable}.http.get GET Header {Variable}.http.upload Uploads binaries/data {Variable}.http.bin2str String manipulation {Variable}.http.downloadEx,[],[],[]
3825,Downloads response {Variable}.http.download Additional download function {Variable}.process Process-related functions {Variable}.process.currentPID Get Current Process ID {Variable}.process.list Enumerates Process {Variable}.process.kill Terminates Process {Variable}.registry Registry-related functions {Variable}.registry.HKCR Set HKEY_CLASSES_ROOT {,[],[],[]
3826,Variable}.registry.HKCU Set HKEY_CURRENT_USER {Variable}.registry.HKLM Set HKEY_LOCAL_MACHINE {Variable}.registry.STRING Set String Value {Variable}.registry.BINARY Set Binary Value {Variable}.registry.DWORD Set DWORD Value {Variable}.registry.QWORD,[],[],[]
3827,Set QWORD Value {Variable}.registry.write Write/Add Registry {Variable}.registry.provider Create Registry Handle {Variable}.registry.destroy Deletes Registry Key {Variable}.registry.read Get/Read Registry Entries {Variable}.WMI WMI-related functions {,[],[],[]
3828,Variable}.WMI.createProcess Creates specified process {Variable}.shell File/Process Execution functions {Variable}.shell.run Run commands {Variable}.shell.exec Executes process {Variable}.file File-related functions {Variable}.file.getPath Get specified file path {Variable}.file.readText Reads specified text file {Variable}.file.get32BitFolder Get System Folder (32/64-bit) {Variable}.file.writol Writes on specified file {Variable}.file.deleteFile Deletes specified file {Variable}.file.readBinary Reads specified binary file.    Figure 8.,[],[],[]
3829,Command added when the Koadic RAT is downloaded (use of {Variable}.shell.exec command),"[{'id': 11613, 'label': 'malware', 'start_offset': 23, 'end_offset': 29}]",[],[]
3830,"If Koadic finds that the system is conducive to the attacker’s interests, it downloads a base64-encrypted version of the ANEL malware from the Command-and-Control (C&C) server and executes it.  Encrypted ANEL is decrypted using the “certutil -docode” command.","[{'id': 11615, 'label': 'malware', 'start_offset': 121, 'end_offset': 125}
 {'id': 11618, 'label': 'malware', 'start_offset': 204, 'end_offset': 208}
 {'id': 49688, 'label': 'malware', 'start_offset': 3, 'end_offset': 9}]","[{'id': 859, 'from_id': 49688, 'to_id': 11615, 'type': 'downloads'}]",[]
3831,"When ANEL executes, a decrypted DLL file with the filename “lena_http_dll.dll” is expanded in memory.","[{'id': 11620, 'label': 'malware', 'start_offset': 5, 'end_offset': 9}
 {'id': 11621, 'label': 'FILEPATH', 'start_offset': 60, 'end_offset': 77}]",[],[]
3832,This file contains one export function — either “crt_main” or “lena_main”  Figure 9.,[],[],[]
3833,Base64 encoded ANEL downloaded by Koadic ANEL will send the infected environment’s information to the C&C server.,"[{'id': 49689, 'label': 'malware', 'start_offset': 15, 'end_offset': 19}
 {'id': 49690, 'label': 'malware', 'start_offset': 34, 'end_offset': 40}
 {'id': 49691, 'label': 'malware', 'start_offset': 41, 'end_offset': 45}
 {'id': 49692, 'label': 'Infrastucture', 'start_offset': 102, 'end_offset': 112}]","[{'id': 860, 'from_id': 49690, 'to_id': 49689, 'type': 'downloads'}
 {'id': 861, 'from_id': 49691, 'to_id': 49692, 'type': 'exfiltrates-to'}]",[]
3834,"When sending the information, ANEL encrypts the data using blowfish, XOR, and Base64-based encryption methods.","[{'id': 11628, 'label': 'malware', 'start_offset': 30, 'end_offset': 34}]",[],[]
3835,"The format ANEL uses to send data is similar to ChChes, but ANEL's encryption method is easier to use.","[{'id': 11630, 'label': 'malware', 'start_offset': 11, 'end_offset': 15}
 {'id': 11631, 'label': 'malware', 'start_offset': 48, 'end_offset': 54}
 {'id': 11632, 'label': 'malware', 'start_offset': 60, 'end_offset': 64}]",[],[]
3836,Figure 10.,[],[],[]
3837,Encryption key using blowfish,[],[],[]
3838,We initially discovered the malware known as ANEL back in September 2017.,"[{'id': 11634, 'label': 'malware', 'start_offset': 45, 'end_offset': 49}
 {'id': 49693, 'label': 'TIME', 'start_offset': 58, 'end_offset': 72}]",[],[]
3839,"At that time, ChessMaster was using ANEL as a backdoor into the target system then injects code into svchost.exe, which then decrypts and activates the embedded backdoor.","[{'id': 49694, 'label': 'malware', 'start_offset': 14, 'end_offset': 25}
 {'id': 49695, 'label': 'malware', 'start_offset': 36, 'end_offset': 40}
 {'id': 49696, 'label': 'FILEPATH', 'start_offset': 101, 'end_offset': 112}]",[],[]
3840,This initial version of ANEL had a hardcoded version labeled “5.0.0 beta1” that contained incomplete code.,"[{'id': 11641, 'label': 'malware', 'start_offset': 24, 'end_offset': 28}]",[],[]
3841,We noted that this might signify the release of a future variant.,[],[],[]
3842,"Instead of just one new variant, we discovered four different versions of ANEL:  5.0.0 beta1 5.1.1 rc 5.1.2 rc1 5.2.0 rev1  The different versions contain changes in the ANEL loader and the main ANEL DLL.","[{'id': 11645, 'label': 'malware', 'start_offset': 74, 'end_offset': 78}
 {'id': 11648, 'label': 'malware', 'start_offset': 195, 'end_offset': 199}
 {'id': 11646, 'label': 'malware', 'start_offset': 170, 'end_offset': 174}]",[],[]
3843,The figure below shows a summary of the changes between each version:  Figure 11.,[],[],[]
3844,Summary of the changes between each version of ANEL,"[{'id': 49697, 'label': 'malware', 'start_offset': 47, 'end_offset': 51}]",[],[]
3845,Differences with regards to Backdoor commands:  CMD ID 5.0.0 beta1/5.1.1 rc/5.1.2 rc1 5.2.0 rev1 0x97A168D9697D40DD Save File 0x7CF812296CCC68D5 Upload File 0x652CB1CEFF1C0A00 NA Load New PE file 0x27595F1F74B55278 Save File and Execute If no match above Execute Command or File   The differences shown in the table above are subtle but present.,[],[],[]
3846,"For example, the initial ANEL version, “5.0.0 beta1,” uses a different C&C server compared to the other versions.","[{'id': 11660, 'label': 'malware', 'start_offset': 25, 'end_offset': 29}]",[],[]
3847,"Once ANEL evolved to “5.1.1 rc,” it changed its file type to an executable, while also changing the C&C server.","[{'id': 11661, 'label': 'malware', 'start_offset': 5, 'end_offset': 9}]",[],[]
3848,The third version we found (5.1.2 rc1) reverts to a DLL file type but retains the C&C server.,[],[],[]
3849,The fourth version of ANEL (5.2.0 rev1) changes both the export function in the expanded main ANEL DLL and uses a different C&C server.,"[{'id': 49698, 'label': 'malware', 'start_offset': 22, 'end_offset': 39}]",[],[]
3850,"Overall, we can see subtle changes, which indicate that the threat actors behind ANEL are making incremental improvements to the malware to refine it.","[{'id': 49699, 'label': 'malware', 'start_offset': 81, 'end_offset': 85}]",[],[]
3851,Figure 12.,[],[],[]
3852,Backdoor function differences between ANEL 5.0.0 beta1/5.1.1 rc/5.1.2 rc1 (left) and ANEL 5.2.0 rev1 (right),"[{'id': 49700, 'label': 'malware', 'start_offset': 38, 'end_offset': 73}
 {'id': 49701, 'label': 'malware', 'start_offset': 85, 'end_offset': 100}]",[],[]
3853,"Once ANEL enters the user’s system, it will download various tools that could be used for malicious purposes, including password retrieval tools as well as malicious mail services and accessibility tools that will allow it to gather information about the system.","[{'id': 49702, 'label': 'malware', 'start_offset': 5, 'end_offset': 9}]",[],[]
3854,"These include Getpass.exe and Mail.exe, which are password and information stealers.","[{'id': 49703, 'label': 'FILEPATH', 'start_offset': 14, 'end_offset': 25}
 {'id': 49704, 'label': 'FILEPATH', 'start_offset': 30, 'end_offset': 38}]",[],[]
3855,"It also downloads the following:  Accevent.exe <-> Microsoft Accessible Event Watcher 7.2.0.0 event.dll <-> the loader of ssssss.ddd, (Detected as TROJ_ANELLDR) ssssss.ddd (lena_http.bin) <-> encrypted BKDR_ANEL (Detected as BKDR_ANELENC)  ","[{'id': 49708, 'label': 'FILEPATH', 'start_offset': 161, 'end_offset': 171}
 {'id': 49711, 'label': 'malware', 'start_offset': 225, 'end_offset': 237}
 {'id': 49705, 'label': 'FILEPATH', 'start_offset': 34, 'end_offset': 46}
 {'id': 49706, 'label': 'FILEPATH', 'start_offset': 94, 'end_offset': 103}
 {'id': 49707, 'label': 'FILEPATH', 'start_offset': 122, 'end_offset': 132}
 {'id': 49709, 'label': 'FILEPATH', 'start_offset': 173, 'end_offset': 186}
 {'id': 49710, 'label': 'malware', 'start_offset': 202, 'end_offset': 211}
 {'id': 49712, 'label': 'malware', 'start_offset': 147, 'end_offset': 159}
 {'id': 49713, 'label': 'SOFTWARE', 'start_offset': 51, 'end_offset': 93}]",[],[]
3856,These three files work together using a common technique call DLL Side-Loading or DLL Hijacking.,"[{'id': 49714, 'label': 'attack-pattern', 'start_offset': 62, 'end_offset': 78}
 {'id': 49715, 'label': 'attack-pattern', 'start_offset': 82, 'end_offset': 95}]",[],[]
3857,"In this scenario, accevent.exe is the primary executable, which is usually legitimate.","[{'id': 49716, 'label': 'FILEPATH', 'start_offset': 18, 'end_offset': 30}]",[],[]
3858,"After the execution of accevent.exe, it loads event.dll, which will be placed in the same folder (so it takes loading priority), after which event.dll decrypts and loads the encrypted backdoor ssssss.ddd, which is BKDR_ANEL.","[{'id': 49719, 'label': 'FILEPATH', 'start_offset': 141, 'end_offset': 150}
 {'id': 49717, 'label': 'FILEPATH', 'start_offset': 23, 'end_offset': 35}
 {'id': 49718, 'label': 'FILEPATH', 'start_offset': 46, 'end_offset': 55}
 {'id': 49720, 'label': 'FILEPATH', 'start_offset': 193, 'end_offset': 203}
 {'id': 49721, 'label': 'malware', 'start_offset': 214, 'end_offset': 223}]","[{'id': 862, 'from_id': 49717, 'to_id': 49718, 'type': 'downloads'}
 {'id': 863, 'from_id': 49720, 'to_id': 49721, 'type': 'duplicate-of'}]",[]
3859,"When we analyzed ANEL 5.1.1 rc, encrypted ANEL 5.1.2 rc1 was downloaded and executed.","[{'id': 49722, 'label': 'malware', 'start_offset': 17, 'end_offset': 30}
 {'id': 49723, 'label': 'malware', 'start_offset': 42, 'end_offset': 56}]",[],[]
3860,Short-term mitigation,[],[],[]
3861,"When the user opens the document DDEAUTO or Link Auto Update, Office will display a message.","[{'id': 49724, 'label': 'SOFTWARE', 'start_offset': 62, 'end_offset': 68}]",[],[]
3862,"If the user clicks on the “No” button, malicious activity will not initiate.",[],[],[]
